file,t,lat,lon,sog,vx,vy,rng_true,brg_true,cell_m,word_c,range_c,rng_obs,brg_obs,nblob,az_ext,r_ext,compact
20230521010955.pol,1684631395,6.9669373,134.1013838,1.151,-0.149,1.168,7627.8,317.066,14.9355,6792.96,513.18,7664.6,317.519,25,7,5,1
20230521011025.pol,1684631425,6.9672534,134.1013386,1.147,-0.177,1.183,7657.0,317.218,14.9355,6803.68,510.40,7623.1,317.990,31,36,77,0
20230521011055.pol,1684631455,6.9675712,134.1012854,1.107,-0.236,1.158,7687.0,317.365,14.9355,6851.33,483.60,7222.8,320.084,30,46,87,0
20230521011125.pol,1684631485,6.9678873,134.1012265,1.197,-0.231,1.179,7717.3,317.506,14.9355,6799.76,519.62,7760.7,317.818,17,5,5,1
20230521011225.pol,1684631545,6.9685208,134.1010841,1.194,-0.266,1.187,7780.0,317.772,14.9355,6804.50,524.75,7837.4,318.026,4,3,2,1
20230521011255.pol,1684631575,6.9688373,134.1009979,1.233,-0.352,1.153,7812.5,317.894,14.9355,6806.80,525.10,7842.6,318.127,10,6,3,1
20230521011325.pol,1684631605,6.9691422,134.1009256,1.132,-0.236,1.090,7843.1,318.016,14.9355,6816.00,526.17,7858.6,318.531,9,4,3,1
20230521011355.pol,1684631635,6.9694281,134.1008693,1.068,-0.226,1.026,7870.9,318.138,14.9355,6816.52,529.57,7909.4,318.554,27,6,5,1
20230521011425.pol,1684631665,6.9696994,134.1008133,1.002,-0.219,0.984,7897.5,318.251,14.9355,6820.17,528.11,7887.6,318.714,36,38,103,0
20230521011455.pol,1684631695,6.9699612,134.1007589,0.967,-0.193,0.953,7923.3,318.358,14.9355,6816.92,532.40,7951.6,318.572,39,8,7,1
20230521011526.pol,1684631726,6.9702215,134.1007035,0.961,-0.208,0.930,7949.0,318.464,14.9355,6823.09,534.64,7985.1,318.843,44,9,7,1
20230521011556.pol,1684631756,6.9704661,134.1006460,0.935,-0.208,0.903,7973.7,318.560,14.9355,6823.28,535.80,8002.4,318.851,61,11,7,1
20230521011626.pol,1684631786,6.9707090,134.1005917,0.974,-0.215,0.892,7997.9,318.656,14.9355,6824.37,536.61,8014.5,318.899,65,12,50,0
20230521011656.pol,1684631816,6.9709480,134.1005330,0.867,-0.204,0.881,8022.2,318.747,14.9355,6828.17,538.52,8043.0,319.066,58,10,7,1
20230521011726.pol,1684631846,6.9711863,134.1004794,0.915,-0.207,0.886,8046.0,318.839,14.9355,6829.21,540.68,8075.4,319.112,38,8,6,1
20230521011756.pol,1684631876,6.9714254,134.1004243,0.930,-0.200,0.893,8070.1,318.931,14.9355,6830.38,542.40,8100.9,319.163,48,11,5,1
20230521011826.pol,1684631906,6.9716652,134.1003700,0.910,-0.183,0.886,8094.2,319.023,14.9355,6848.16,532.20,7948.7,319.945,37,44,88,0
20230521011856.pol,1684631936,6.9719029,134.1003130,0.939,-0.234,0.868,8118.3,319.112,14.9355,6831.50,545.10,8141.3,319.212,40,8,6,1
20230521011926.pol,1684631966,6.9721404,134.1002578,0.923,-0.233,0.874,8142.3,319.202,14.9355,6837.68,547.13,8171.7,319.484,19,7,5,1
20230521011956.pol,1684631996,6.9723770,134.1002008,0.902,-0.212,0.876,8166.3,319.289,14.9355,6839.41,548.86,8197.5,319.560,61,12,6,1
20230521012026.pol,1684632026,6.9726143,134.1001395,0.960,-0.239,0.884,8190.8,319.373,14.9355,6855.78,547.32,8174.5,320.279,45,40,33,0
20230521012057.pol,1684632057,6.9728720,134.1000651,1.065,-0.270,0.962,8217.9,319.460,14.9355,6836.14,551.75,8240.7,319.416,28,6,6,1
20230521012127.pol,1684632087,6.9731394,134.0999859,1.080,-0.312,1.025,8246.2,319.548,14.9355,6845.36,553.93,8273.2,319.822,44,10,6,1
20230521012157.pol,1684632117,6.9734232,134.0999014,1.098,-0.299,1.086,8276.4,319.641,14.9355,6847.60,556.33,8309.0,319.920,40,10,6,1
20230521012227.pol,1684632147,6.9737095,134.0998005,1.125,-0.257,1.092,8307.9,319.725,14.9355,6848.68,558.92,8347.7,319.967,65,10,8,1
20230521012257.pol,1684632177,6.9740005,134.0997384,1.114,-0.197,1.064,8337.0,319.833,14.9355,6852.19,559.78,8360.6,320.122,64,11,7,1
20230521012327.pol,1684632207,6.9742837,134.0996876,1.071,-0.175,1.031,8364.8,319.943,14.9355,6853.35,561.89,8392.1,320.173,62,12,7,1
20230521012357.pol,1684632237,6.9745605,134.0996489,1.110,-0.159,1.018,8391.1,320.056,14.9355,6852.20,563.20,8411.7,320.122,40,8,6,1
20230521012427.pol,1684632267,6.9748347,134.0996171,0.940,-0.173,0.978,8416.8,320.171,14.9355,6856.50,565.23,8442.0,320.311,60,11,7,1
20230521012457.pol,1684632297,6.9750914,134.0995725,0.974,-0.161,0.943,8441.9,320.269,14.9355,6859.67,566.77,8465.0,320.450,66,13,8,1
20230521012527.pol,1684632327,6.9753475,134.0995373,0.953,-0.143,0.943,8466.3,320.372,14.9355,6882.64,555.96,8303.6,321.460,69,50,101,0
20230521012558.pol,1684632358,6.9756044,134.0994971,0.949,-0.119,0.923,8491.2,320.472,14.9355,6866.63,570.36,8518.6,320.756,57,10,7,1
20230521012628.pol,1684632388,6.9758534,134.0994641,0.957,-0.112,0.932,8514.9,320.572,14.9355,6868.68,571.55,8536.4,320.846,59,10,8,1
20230521012658.pol,1684632418,6.9761004,134.0994266,0.976,-0.132,0.913,8538.8,320.668,14.9355,6874.65,573.52,8565.8,321.109,49,8,8,1
20230521012728.pol,1684632448,6.9763455,134.0993912,0.940,-0.122,0.919,8562.4,320.763,14.9355,6873.57,575.41,8594.1,321.061,92,11,9,1
20230521012758.pol,1684632478,6.9765911,134.0993559,0.917,-0.144,0.904,8586.1,320.859,14.9355,6873.83,576.61,8611.9,321.073,83,13,8,1
20230521012828.pol,1684632508,6.9768339,134.0993117,0.875,-0.185,0.887,8610.1,320.947,14.9355,6877.98,578.39,8638.6,321.255,94,13,9,1
20230521012858.pol,1684632538,6.9770781,134.0992687,0.940,-0.190,0.918,8634.2,321.036,14.9355,6876.45,580.14,8664.7,321.188,89,12,9,1
20230521012928.pol,1684632568,6.9773261,134.0992170,0.947,-0.187,0.932,8659.3,321.122,14.9355,6881.35,581.31,8682.2,321.403,86,13,9,1
20230521012958.pol,1684632598,6.9775770,134.0991617,0.954,-0.190,0.935,8684.9,321.206,14.9355,6884.51,583.15,8709.7,321.542,78,12,9,1
20230521013028.pol,1684632628,6.9778329,134.0991126,0.990,-0.179,0.951,8710.5,321.295,14.9355,6885.72,585.22,8740.5,321.595,71,14,9,1
20230521013059.pol,1684632659,6.9780995,134.0990608,0.930,-0.196,0.962,8737.2,321.388,14.9355,6884.03,586.85,8764.9,321.521,69,9,8,1
20230521013129.pol,1684632689,6.9783619,134.0990098,1.025,-0.191,0.982,8763.6,321.478,14.9355,6893.91,583.13,8709.3,321.955,91,44,102,0
20230521013159.pol,1684632719,6.9786254,134.0989572,0.996,-0.199,0.976,8790.2,321.568,14.9355,6894.57,589.83,8809.4,321.984,70,10,8,1
20230521013229.pol,1684632749,6.9788922,134.0989075,0.974,-0.199,0.984,8816.9,321.660,14.9355,6894.77,592.36,8847.1,321.993,91,11,9,1
20230521013259.pol,1684632779,6.9791598,134.0988574,0.966,-0.201,0.984,8843.7,321.751,14.9355,6896.40,594.60,8880.7,322.064,86,14,64,0
20230521013329.pol,1684632809,6.9794215,134.0987980,1.037,-0.178,0.984,8870.6,321.834,14.9355,6896.50,595.69,8896.9,322.069,84,12,8,1
20230521013359.pol,1684632839,6.9796806,134.0987371,1.013,-0.222,0.953,8897.5,321.915,14.9355,6904.10,597.39,8922.3,322.403,81,20,9,1
20230521013429.pol,1684632869,6.9799166,134.0986856,0.764,-0.127,0.776,8921.7,321.990,14.9355,6898.71,598.89,8944.8,322.166,76,12,8,1
20230521013459.pol,1684632899,6.9800803,134.0986657,0.489,-0.000,0.457,8937.4,322.051,14.9355,6906.08,599.60,8955.3,322.490,71,9,9,1
20230521013529.pol,1684632929,6.9801778,134.0986720,0.300,0.059,0.305,8945.5,322.097,14.9355,6902.66,599.54,8954.5,322.339,67,12,9,1
20230521013559.pol,1684632959,6.9802459,134.0987016,0.272,0.115,0.195,8949.5,322.144,14.9355,6909.07,592.72,8852.6,322.621,67,26,69,0
20230521013630.pol,1684632990,6.9802887,134.0987387,0.179,0.162,0.120,8950.7,322.183,14.9355,6903.36,599.52,8954.2,322.370,91,15,8,1
20230521013700.pol,1684633020,6.9803098,134.0987924,0.182,0.199,0.044,8949.0,322.223,14.9355,6909.56,599.91,8960.0,322.643,82,12,8,1
20230521013730.pol,1684633050,6.9803242,134.0988461,0.072,0.218,0.062,8946.6,322.259,14.9355,6904.27,599.32,8951.1,322.410,110,16,9,1
20230521013800.pol,1684633080,6.9803411,134.0989012,0.321,0.182,0.060,8944.4,322.297,14.9355,6906.83,599.27,8950.4,322.523,92,12,9,1
20230521013830.pol,1684633110,6.9803588,134.0989529,0.299,0.206,0.079,8942.4,322.334,14.9355,6907.47,599.29,8950.7,322.551,101,15,9,1
20230521013900.pol,1684633140,6.9803796,134.0990071,0.389,0.218,0.095,8940.6,322.373,14.9355,6909.28,598.87,8944.4,322.631,92,14,8,1
20230521013930.pol,1684633170,6.9804058,134.0990710,0.253,0.222,0.092,8938.6,322.420,14.9355,6919.33,589.17,8799.6,323.072,126,29,92,0
20230521014000.pol,1684633200,6.9804296,134.0991302,0.236,0.226,0.091,8936.7,322.464,14.9355,6914.63,598.97,8945.8,322.866,73,12,9,1
20230521014030.pol,1684633230,6.9804541,134.0991927,0.240,0.205,0.083,8934.7,322.510,14.9355,6911.37,598.68,8941.5,322.722,57,12,8,1
20230521014100.pol,1684633260,6.9804758,134.0992526,0.277,0.231,0.082,8932.6,322.553,14.9355,6914.86,598.12,8933.2,322.876,79,13,8,1
20230521014130.pol,1684633290,6.9804940,134.0993089,0.195,0.185,0.052,8930.4,322.593,14.9355,6915.66,598.62,8940.7,322.911,76,10,9,1
20230521014201.pol,1684633321,6.9805128,134.0993636,0.174,0.192,0.069,8928.4,322.632,14.9355,6917.56,598.06,8932.3,322.994,105,26,8,0
20230521014231.pol,1684633351,6.9805302,134.0994139,0.227,0.205,0.071,8926.5,322.667,14.9355,6917.69,598.14,8933.6,323.000,98,15,9,1
20230521014301.pol,1684633381,6.9805475,134.0994692,0.258,0.186,0.062,8924.4,322.706,14.9355,6921.40,598.25,8935.2,323.163,104,17,9,1
20230521014331.pol,1684633411,6.9805635,134.0995169,0.272,0.189,0.073,8922.6,322.740,14.9355,6920.74,598.23,8934.9,323.134,89,13,9,1
20230521014401.pol,1684633441,6.9805812,134.0995612,0.193,0.150,0.064,8921.2,322.773,14.9355,6921.39,597.68,8926.7,323.163,76,14,7,1
20230521014431.pol,1684633471,6.9805948,134.0996030,0.201,0.192,0.070,8919.6,322.802,14.9355,6923.92,597.79,8928.3,323.274,76,11,8,1
20230521014501.pol,1684633501,6.9806119,134.0996498,0.102,0.142,0.050,8918.0,322.836,14.9355,6924.04,597.71,8927.0,323.279,107,16,9,1
20230521014531.pol,1684633531,6.9806279,134.0996914,0.222,0.167,0.067,8916.6,322.866,14.9355,6922.75,596.94,8915.7,323.222,72,12,9,1
20230521014601.pol,1684633561,6.9806439,134.0997389,0.253,0.168,0.053,8914.9,322.900,14.9355,6924.20,597.09,8917.8,323.286,70,11,9,1
20230521014631.pol,1684633591,6.9806616,134.0997878,0.369,0.159,0.072,8913.2,322.936,14.9355,6923.53,597.54,8924.6,323.257,89,12,9,1
20230521014701.pol,1684633621,6.9806822,134.0998354,0.145,0.198,0.081,8911.9,322.971,14.9355,6922.34,597.38,8922.1,323.204,89,13,9,1
20230521014732.pol,1684633652,6.9807027,134.0998893,0.104,0.219,0.070,8910.1,323.011,14.9355,6920.55,597.05,8917.2,323.126,66,9,9,1
20230521014802.pol,1684633682,6.9807212,134.0999453,0.233,0.191,0.063,8908.0,323.051,14.9355,6925.41,596.12,8903.4,323.340,82,24,29,0
20230521014832.pol,1684633712,6.9807381,134.1000003,0.237,0.208,0.075,8905.9,323.089,14.9355,6925.36,596.72,8912.3,323.337,72,12,8,1
20230521014902.pol,1684633742,6.9807565,134.1000508,0.014,0.083,0.019,8904.2,323.126,14.9355,6923.53,596.63,8910.9,323.257,86,13,8,1
20230521014932.pol,1684633772,6.9807764,134.1001198,0.259,0.304,0.091,8901.4,323.174,14.9355,6921.83,596.17,8904.1,323.182,92,14,9,1
20230521015002.pol,1684633802,6.9807914,134.1002024,0.177,0.312,0.016,8897.2,323.227,14.9355,6928.81,596.15,8903.8,323.489,86,11,9,1
20230521015032.pol,1684633832,6.9807871,134.1002840,0.338,0.317,-0.028,8891.5,323.272,14.9355,6924.86,594.82,8883.9,323.315,107,23,8,0
20230521015102.pol,1684633862,6.9807717,134.1003684,0.355,0.281,-0.109,8884.5,323.313,14.9355,6929.61,594.37,8877.1,323.524,67,11,7,1
20230521015132.pol,1684633892,6.9807429,134.1004551,0.336,0.349,-0.094,8876.2,323.351,14.9355,6923.11,594.15,8874.0,323.238,81,11,8,1
20230521015202.pol,1684633922,6.9807228,134.1005379,0.349,0.346,0.041,8869.0,323.389,14.9355,6926.76,593.87,8869.7,323.398,90,13,9,1
20230521015232.pol,1684633952,6.9808080,134.1006265,0.439,0.063,0.459,8870.8,323.477,14.9355,6926.98,594.08,8872.8,323.408,59,11,6,1
20230521015303.pol,1684633983,6.9809314,134.1006026,0.438,-0.214,0.425,8883.4,323.516,14.9355,6924.22,594.15,8873.9,323.287,54,10,7,1
20230521015333.pol,1684634013,6.9810179,134.1005039,0.535,-0.503,0.190,8897.6,323.496,14.9355,6926.27,593.56,8865.1,323.377,83,14,8,1
20230521015403.pol,1684634043,6.9810262,134.1004115,0.073,-0.076,-0.056,8904.4,323.447,14.9355,6926.81,592.31,8846.5,323.401,69,30,81,0
20230521015433.pol,1684634073,6.9810047,134.1003950,0.101,-0.147,-0.109,8903.6,323.428,14.9355,6925.71,593.78,8868.4,323.353,90,16,8,1
20230521015503.pol,1684634103,6.9809697,134.1003712,0.129,0.060,-0.107,8902.0,323.400,14.9355,6921.01,592.63,8851.2,323.146,79,16,8,1
20230521015533.pol,1684634133,6.9809499,134.1004084,0.109,0.108,-0.036,8897.8,323.413,14.9355,6925.98,592.93,8855.7,323.364,81,13,8,1
20230521015603.pol,1684634163,6.9809525,134.1004310,0.137,0.077,0.055,8896.6,323.427,14.9355,6931.42,591.72,8837.6,323.603,83,31,52,0
20230521015633.pol,1684634193,6.9809588,134.1004377,0.076,0.040,0.009,8896.7,323.433,14.9355,6930.91,592.61,8851.0,323.581,70,12,8,1
20230521015703.pol,1684634223,6.9809653,134.1004565,0.216,0.058,0.024,8896.0,323.447,14.9355,6930.68,592.81,8853.9,323.571,74,10,8,1
20230521015733.pol,1684634253,6.9809801,134.1004760,0.067,0.083,0.075,8896.0,323.464,14.9355,6931.61,592.64,8851.3,323.612,66,10,8,1
20230521015804.pol,1684634284,6.9809995,134.1004959,0.103,0.071,0.055,8896.5,323.484,14.9355,6931.59,592.55,8850.0,323.611,78,12,8,1
20230521015834.pol,1684634314,6.9810142,134.1005174,0.162,0.066,0.038,8896.4,323.502,14.9355,6928.58,592.96,8856.2,323.479,69,13,8,1
20230521015904.pol,1684634344,6.9810247,134.1005402,0.109,0.103,0.044,8895.8,323.520,14.9355,6930.59,592.88,8855.0,323.567,71,10,8,1
20230521015934.pol,1684634374,6.9810355,134.1005689,0.082,0.139,0.061,8894.9,323.541,14.9355,6933.90,592.21,8844.9,323.713,62,22,11,0
20230521020004.pol,1684634404,6.9810496,134.1005981,0.202,0.096,0.055,8894.2,323.564,14.9355,6930.26,592.57,8850.4,323.552,69,10,8,1
20230521020034.pol,1684634434,6.9810646,134.1006279,0.121,0.101,0.046,8893.6,323.587,14.9355,6932.65,592.35,8847.1,323.657,96,16,8,1
20230521020104.pol,1684634464,6.9810794,134.1006534,0.081,0.116,0.073,8893.3,323.608,14.9355,6930.24,592.43,8848.2,323.552,82,11,9,1
20230521020134.pol,1684634494,6.9810988,134.1006821,0.153,0.090,0.056,8893.1,323.633,14.9355,6934.27,592.82,8854.1,323.729,81,12,8,1
20230521020204.pol,1684634524,6.9811158,134.1007096,0.148,0.106,0.063,8892.9,323.656,14.9355,6939.86,592.96,8856.1,323.975,59,9,8,1
20230521020234.pol,1684634554,6.9811309,134.1007360,0.030,0.106,0.059,8892.5,323.677,14.9355,6934.16,592.52,8849.6,323.724,51,11,8,1
20230521020304.pol,1684634584,6.9811428,134.1007594,0.094,0.058,0.035,8892.0,323.696,14.9355,6936.88,592.33,8846.7,323.843,80,14,9,1
20230521020335.pol,1684634615,6.9811546,134.1007815,0.232,0.054,0.031,8891.6,323.713,14.9355,6937.19,592.44,8848.4,323.857,72,10,9,1
20230521020405.pol,1684634645,6.9811612,134.1007959,0.110,0.047,0.024,8891.3,323.725,14.9355,6938.34,592.49,8849.1,323.908,76,27,9,0
20230521020435.pol,1684634675,6.9811695,134.1008075,0.069,0.036,0.019,8891.3,323.735,14.9355,6935.45,592.60,8850.8,323.780,109,16,9,1
20230521020505.pol,1684634705,6.9811768,134.1008229,0.033,0.088,0.027,8890.9,323.747,14.9355,6932.81,592.54,8849.8,323.665,54,8,9,1
20230521020535.pol,1684634735,6.9811793,134.1008323,0.134,0.029,0.016,8890.5,323.753,14.9355,6938.78,592.18,8844.5,323.927,59,11,9,1
20230521020605.pol,1684634765,6.9811868,134.1008431,0.018,0.031,0.030,8890.5,323.762,14.9355,6936.43,592.39,8847.7,323.823,94,14,9,1
20230521020635.pol,1684634795,6.9811922,134.1008539,0.117,0.019,0.005,8890.3,323.771,14.9355,6938.93,592.12,8843.6,323.933,82,12,8,1
20230521020705.pol,1684634825,6.9811980,134.1008631,0.016,0.050,0.025,8890.2,323.779,14.9355,6940.95,592.36,8847.2,324.022,65,12,9,1
20230521020735.pol,1684634855,6.9812081,134.1008823,0.128,0.062,0.030,8889.9,323.794,14.9355,6941.22,592.19,8844.7,324.034,85,14,9,1
20230521020805.pol,1684634885,6.9812155,134.1008976,0.174,0.057,0.033,8889.5,323.806,14.9355,6940.75,592.23,8845.2,324.014,77,10,9,1
20230521020835.pol,1684634915,6.9812251,134.1009146,0.027,0.066,0.033,8889.3,323.820,14.9355,6940.99,592.11,8843.5,324.024,77,12,8,1
20230521020906.pol,1684634946,6.9812350,134.1009336,0.045,0.071,0.044,8888.9,323.835,14.9355,6939.33,592.36,8847.1,323.951,63,10,9,1
20230521020936.pol,1684634976,6.9812455,134.1009504,0.144,0.077,0.045,8888.8,323.849,14.9355,6940.49,592.35,8847.0,324.002,73,11,9,1
20230521021006.pol,1684635006,6.9812578,134.1009684,0.113,0.076,0.045,8888.7,323.865,14.9355,6937.71,591.23,8830.3,323.880,77,18,99,0
20230521021036.pol,1684635036,6.9812702,134.1009901,0.005,0.078,0.036,8888.4,323.882,14.9355,6940.86,591.99,8841.6,324.018,84,13,8,1
20230521021106.pol,1684635066,6.9812782,134.1010105,0.140,0.097,0.047,8887.8,323.897,14.9355,6941.31,591.80,8838.8,324.038,70,10,8,1
20230521021136.pol,1684635096,6.9812903,134.1010308,0.054,0.075,0.033,8887.6,323.914,14.9355,6941.22,592.06,8842.7,324.034,82,12,8,1
20230521021206.pol,1684635126,6.9813039,134.1010535,0.111,0.097,0.063,8887.3,323.933,14.9355,6945.92,592.31,8846.5,324.241,53,12,7,1
20230521021236.pol,1684635156,6.9813172,134.1010762,0.100,0.095,0.040,8887.0,323.952,14.9355,6947.90,592.69,8852.2,324.328,62,10,8,1
20230521021306.pol,1684635186,6.9813382,134.1011429,0.618,0.749,0.188,8884.6,323.999,14.9355,6943.70,591.95,8841.1,324.143,88,14,9,1
20230521021336.pol,1684635216,6.9813588,134.1013891,0.665,0.688,-0.006,8870.5,324.150,14.9355,6946.48,588.74,8793.1,324.265,67,21,49,0
20230521021407.pol,1684635247,6.9813598,134.1015433,0.641,0.547,-0.076,8860.6,324.240,14.9355,6945.69,591.36,8832.2,324.230,64,15,5,1
20230521021437.pol,1684635277,6.9812556,134.1017065,0.661,0.491,-0.413,8840.7,324.291,14.9355,6944.71,590.23,8815.4,324.188,45,18,11,1
20230521021507.pol,1684635307,6.9812137,134.1018071,0.272,0.247,-0.048,8830.4,324.332,14.9355,6964.28,577.37,8623.3,325.047,86,59,102,0
20230521021537.pol,1684635337,6.9811315,134.1018228,0.580,-0.185,-0.461,8821.9,324.306,14.9355,6944.73,589.83,8809.4,324.188,55,13,6,1
20230521021607.pol,1684635367,6.9809824,134.1017207,0.764,-0.505,-0.655,8815.1,324.184,14.9355,6935.49,589.53,8804.9,323.782,39,10,5,1
20230521021637.pol,1684635397,6.9807789,134.1015046,1.338,-1.074,-0.813,8810.7,323.971,14.9355,6936.37,589.38,8802.7,323.821,59,12,6,1
20230521021707.pol,1684635427,6.9805472,134.1011515,1.790,-1.510,-0.866,8812.9,323.668,14.9355,6925.61,589.99,8811.8,323.348,61,12,6,1
20230521021737.pol,1684635457,6.9803136,134.1006908,2.036,-1.848,-0.904,8822.3,323.301,14.9355,6924.19,588.60,8791.0,323.286,63,56,50,0
20230521021807.pol,1684635487,6.9800417,134.1001593,2.341,-2.060,-1.110,8833.4,322.878,14.9355,6904.57,591.33,8831.8,322.423,60,12,6,1
20230521021837.pol,1684635517,6.9796952,134.0995702,2.753,-2.279,-1.501,8842.3,322.391,14.9355,6892.41,591.56,8835.3,321.889,63,14,6,1
20230521021907.pol,1684635547,6.9792460,134.0989219,3.080,-2.514,-1.754,8846.8,321.826,14.9355,6882.98,591.95,8841.0,321.475,65,13,6,1
20230521021938.pol,1684635578,6.9787407,134.0981893,3.266,-2.584,-2.023,8853.2,321.189,14.9355,6867.19,592.05,8842.6,320.781,47,10,6,1
20230521022008.pol,1684635608,6.9781232,134.0975185,3.427,-2.367,-2.507,8846.6,320.536,14.9355,6852.24,590.85,8824.7,320.124,34,8,5,1
20230521022038.pol,1684635638,6.9774172,134.0968831,3.553,-2.372,-2.667,8831.2,319.860,14.9355,6858.49,575.35,8593.1,320.399,53,53,90,0
20230521022108.pol,1684635668,6.9767076,134.0962183,3.599,-2.504,-2.597,8818.8,319.164,14.9355,6819.40,589.46,8803.9,318.681,50,11,5,1
20230521022138.pol,1684635698,6.9760101,134.0955301,3.600,-2.530,-2.568,8810.5,318.460,14.9355,6801.48,589.02,8797.3,317.893,46,13,4,1
20230521022208.pol,1684635728,6.9753081,134.0948453,3.639,-2.491,-2.637,8802.8,317.754,14.9355,6794.49,588.30,8786.6,317.586,41,9,5,1
20230521022238.pol,1684635758,6.9745776,134.0941770,3.629,-2.440,-2.740,8793.0,317.041,14.9355,6772.00,587.91,8780.7,316.598,34,9,4,1
20230521022308.pol,1684635788,6.9738452,134.0935061,3.690,-2.497,-2.690,8784.5,316.325,14.9355,6755.36,587.18,8769.8,315.867,22,7,4,1
20230521022338.pol,1684635818,6.9731144,134.0928334,3.707,-2.462,-2.739,8777.7,315.607,14.9355,6733.20,587.00,8767.1,314.893,10,4,4,1
20230521022439.pol,1684635879,6.9716191,134.0914706,3.573,-2.655,-2.487,8767.0,314.143,14.9355,6702.67,587.50,8774.6,313.551,18,6,3,1
20230521022509.pol,1684635909,6.9709880,134.0907247,3.598,-2.790,-2.250,8777.9,313.439,14.9355,6691.50,588.57,8790.6,313.060,44,10,6,1
20230521022539.pol,1684635939,6.9703827,134.0899635,3.603,-2.776,-2.297,8793.3,312.743,14.9355,6672.86,589.50,8804.5,312.241,63,13,5,1
20230521022609.pol,1684635969,6.9697378,134.0892224,3.677,-2.683,-2.477,8805.4,312.039,14.9355,6662.53,589.94,8811.1,311.787,34,9,5,1
20230521022639.pol,1684635999,6.9690445,134.0885085,3.746,-2.603,-2.607,8813.0,311.323,14.9355,6643.24,590.38,8817.6,310.939,50,12,5,1
20230521022709.pol,1684636029,6.9683532,134.0877957,3.608,-2.657,-2.500,8822.0,310.609,14.9355,6621.79,591.47,8834.0,309.997,39,9,5,1
20230521022739.pol,1684636059,6.9676933,134.0870717,3.606,-2.649,-2.439,8835.6,309.910,14.9355,6612.14,592.66,8851.6,309.572,58,11,7,1
20230521022809.pol,1684636089,6.9670228,134.0863647,3.579,-2.546,-2.543,8848.3,309.215,14.9355,6594.94,593.39,8862.5,308.817,53,12,5,1
20230521022839.pol,1684636119,6.9663365,134.0856802,3.543,-2.493,-2.545,8859.2,308.523,14.9355,6575.26,594.20,8874.6,307.952,43,10,5,1
20230521022909.pol,1684636149,6.9656544,134.0850048,3.501,-2.500,-2.464,8870.9,307.839,14.9355,6563.31,595.52,8894.4,307.427,49,11,5,1
20230521022939.pol,1684636179,6.9650586,134.0842970,3.351,-2.654,-2.037,8892.6,307.192,14.9355,6550.21,597.54,8924.6,306.851,47,10,5,1
20230521023010.pol,1684636210,6.9646403,134.0834808,3.267,-3.175,-0.820,8936.8,306.605,14.9355,6538.87,601.98,8990.8,306.353,71,12,7,1
20230521023040.pol,1684636240,6.9645327,134.0825997,3.231,-3.148,-0.381,9008.1,306.174,14.9355,6533.22,606.56,9059.2,306.104,69,11,8,1
20230521023110.pol,1684636270,6.9644364,134.0817943,2.831,-2.809,-0.251,9073.8,305.788,14.9355,6527.74,611.11,9127.2,305.863,61,10,7,1
20230521023140.pol,1684636300,6.9644514,134.0810957,2.394,-2.375,0.510,9137.5,305.513,14.9355,6514.75,614.96,9184.8,305.293,56,11,6,1
20230521023210.pol,1684636330,6.9644716,134.0805339,1.867,-1.715,-0.488,9189.4,305.300,14.9355,6513.53,617.50,9222.7,305.239,38,9,5,1
20230521023240.pol,1684636360,6.9643448,134.0800387,2.009,-1.908,-0.629,9226.0,305.032,14.9355,6505.19,620.04,9260.6,304.873,37,10,4,1
20230521023340.pol,1684636420,6.9638694,134.0789285,2.409,-2.110,-1.159,9296.8,304.331,14.9355,6482.46,620.81,9272.1,303.874,13,15,50,0
20230521023410.pol,1684636450,6.9635125,134.0783686,2.484,-2.004,-1.508,9325.7,303.915,14.9355,6478.00,626.08,9350.8,303.678,26,8,4,1
20230521023440.pol,1684636480,6.9630939,134.0778174,2.643,-2.079,-1.585,9350.5,303.469,14.9355,6466.48,627.79,9376.3,303.171,21,6,4,1
20230521023510.pol,1684636510,6.9626472,134.0772604,2.661,-2.025,-1.751,9374.8,303.008,14.9355,6456.47,629.47,9401.5,302.732,38,8,5,1
20230521023541.pol,1684636541,6.9621560,134.0766835,2.754,-2.087,-1.791,9398.8,302.517,14.9355,6447.49,630.99,9424.1,302.337,35,10,4,1
20230521023611.pol,1684636571,6.9616649,134.0761164,2.803,-2.104,-1.845,9422.6,302.032,14.9355,6432.43,632.93,9453.2,301.675,23,6,4,1
20230521023641.pol,1684636601,6.9611696,134.0755355,2.805,-2.161,-1.849,9448.1,301.542,14.9355,6416.00,634.50,9476.6,300.953,31,7,5,1
20230521023711.pol,1684636631,6.9606728,134.0749470,2.801,-2.174,-1.864,9475.0,301.051,14.9355,6410.19,636.07,9500.0,300.698,42,11,4,1
20230521023741.pol,1684636661,6.9601601,134.0743597,2.955,-2.162,-1.948,9501.5,300.555,14.9355,6399.61,638.02,9529.1,300.233,31,9,4,1
20230521023811.pol,1684636691,6.9596280,134.0737726,2.928,-2.159,-2.003,9527.6,300.050,14.9355,6392.44,640.00,9558.7,299.918,36,9,4,1
20230521023841.pol,1684636721,6.9590892,134.0731785,2.961,-2.223,-1.974,9554.8,299.541,14.9355,6378.00,642.00,9588.6,299.283,36,9,4,1
20230521023911.pol,1684636751,6.9585454,134.0725774,3.023,-2.202,-2.040,9583.1,299.030,14.9355,6367.66,645.22,9636.7,298.829,58,59,57,0
