file,t,lat,lon,sog,vx,vy,rng_true,brg_true,cell_m,word_c,range_c,rng_obs,brg_obs,nblob,az_ext,r_ext,compact
20230518053242.pol,1684387962,7.0029045,134.1167629,0.850,-0.753,0.497,10206.0,339.967,14.9355,7306.34,682.39,10191.8,340.080,35,9,6,1
20230518053312.pol,1684387992,7.0030381,134.1165603,1.054,-0.736,0.484,10227.6,339.878,14.9355,7301.18,683.83,10213.4,339.853,66,13,6,1
20230518053342.pol,1684388022,7.0031710,134.1163610,0.923,-0.722,0.460,10249.1,339.790,14.9355,7301.34,685.22,10234.1,339.860,64,12,6,1
20230518053412.pol,1684388052,7.0033089,134.1161660,0.878,-0.713,0.516,10271.0,339.707,14.9355,7299.29,686.86,10258.5,339.769,70,14,6,1
20230518053442.pol,1684388082,7.0034489,134.1159737,0.803,-0.702,0.528,10293.0,339.626,14.9355,7293.15,688.00,10275.6,339.500,52,9,6,1
20230518053512.pol,1684388112,7.0035905,134.1157837,0.828,-0.700,0.523,10315.1,339.547,14.9355,7294.87,689.58,10299.2,339.575,62,11,7,1
20230518053542.pol,1684388142,7.0037282,134.1155952,0.961,-0.702,0.483,10336.7,339.469,14.9355,7299.20,691.22,10323.7,339.766,90,18,7,1
20230518053613.pol,1684388173,7.0038706,134.1154036,0.834,-0.685,0.545,10359.0,339.390,14.9355,7293.75,692.87,10348.3,339.526,57,11,6,1
20230518053643.pol,1684388203,7.0040087,134.1152190,0.803,-0.684,0.513,10380.6,339.315,14.9355,7285.73,694.10,10366.7,339.174,60,15,6,1
20230518053713.pol,1684388233,7.0041451,134.1150328,0.829,-0.691,0.505,10402.1,339.238,14.9355,7289.05,695.18,10382.9,339.319,63,12,6,1
20230518053743.pol,1684388263,7.0042811,134.1148438,0.845,-0.700,0.466,10423.6,339.160,14.9355,7295.04,696.86,10407.9,339.583,25,7,6,1
20230518053813.pol,1684388293,7.0044068,134.1146528,0.975,-0.704,0.398,10444.2,339.079,14.9355,7285.59,698.17,10427.5,339.168,64,17,6,1
20230518053843.pol,1684388323,7.0045260,134.1144607,0.828,-0.716,0.447,10464.2,338.997,14.9355,7284.54,699.63,10449.4,339.121,67,14,6,1
20230518053913.pol,1684388353,7.0046484,134.1142670,0.846,-0.711,0.450,10484.6,338.914,14.9355,7282.28,701.23,10473.3,339.022,64,14,6,1
20230518053943.pol,1684388383,7.0047742,134.1140726,0.941,-0.722,0.448,10505.4,338.832,14.9355,7282.71,702.27,10488.7,339.041,56,10,7,1
20230518054013.pol,1684388413,7.0048792,134.1138762,0.899,-0.731,0.439,10524.2,338.745,14.9355,7280.30,703.69,10509.9,338.935,74,14,7,1
20230518054044.pol,1684388444,7.0050192,134.1136697,0.925,-0.760,0.513,10547.0,338.660,14.9355,7278.94,705.06,10530.3,338.875,72,14,6,1
20230518054114.pol,1684388474,7.0051681,134.1134649,0.985,-0.755,0.543,10570.7,338.579,14.9355,7274.74,706.92,10558.1,338.691,84,16,7,1
20230518054144.pol,1684388504,7.0053169,134.1132556,0.898,-0.770,0.554,10594.5,338.495,14.9355,7273.88,708.54,10582.3,338.653,82,20,7,1
20230518054214.pol,1684388534,7.0054703,134.1130439,0.953,-0.791,0.550,10619.0,338.411,14.9355,7272.65,710.05,10604.9,338.599,80,17,6,1
20230518054244.pol,1684388564,7.0056282,134.1128288,0.986,-0.798,0.547,10644.1,338.327,14.9355,7265.25,711.81,10631.3,338.274,67,12,7,1
20230518054314.pol,1684388594,7.0057704,134.1126108,1.008,-0.808,0.500,10667.7,338.238,14.9355,7264.03,713.30,10653.5,338.220,71,12,7,1
20230518054344.pol,1684388624,7.0059070,134.1123888,1.011,-0.825,0.513,10691.0,338.146,14.9355,7263.89,714.75,10675.1,338.214,72,12,7,1
20230518054414.pol,1684388654,7.0060420,134.1121638,0.969,-0.835,0.498,10714.2,338.053,14.9355,7258.88,716.59,10702.6,337.994,80,14,7,1
20230518054444.pol,1684388684,7.0061839,134.1119359,1.046,-0.848,0.522,10738.3,337.960,14.9355,7267.17,717.94,10722.8,338.358,111,24,6,0
20230518054515.pol,1684388715,7.0063284,134.1116981,0.968,-0.859,0.518,10763.1,337.862,14.9355,7253.71,719.53,10746.5,337.767,77,14,7,1
20230518054545.pol,1684388745,7.0064610,134.1114645,1.030,-0.862,0.504,10786.5,337.765,14.9355,7253.74,721.30,10773.0,337.768,61,12,7,1
20230518054615.pol,1684388775,7.0065890,134.1112278,0.944,-0.868,0.458,10809.6,337.665,14.9355,7251.23,722.91,10797.0,337.658,73,20,6,1
20230518054645.pol,1684388805,7.0067120,134.1109924,1.022,-0.867,0.412,10832.1,337.565,14.9355,7258.10,724.46,10820.2,337.959,80,23,7,0
20230518054715.pol,1684388835,7.0068215,134.1107582,0.937,-0.875,0.336,10853.3,337.463,14.9355,7246.14,726.09,10844.5,337.434,56,11,6,1
20230518054745.pol,1684388865,7.0069320,134.1105229,0.952,-0.860,0.428,10874.6,337.362,14.9355,7244.33,727.40,10864.0,337.354,67,11,7,1
20230518054815.pol,1684388895,7.0070747,134.1102953,1.049,-0.831,0.572,10899.0,337.272,14.9355,7247.30,729.23,10891.4,337.485,63,11,7,1
20230518054845.pol,1684388925,7.0072444,134.1100750,1.058,-0.800,0.662,10925.8,337.192,14.9355,7243.13,731.03,10918.3,337.302,60,11,7,1
20230518054915.pol,1684388955,7.0074283,134.1098589,1.082,-0.798,0.696,10954.0,337.119,14.9355,7247.57,732.85,10945.5,337.497,88,19,6,1
20230518054945.pol,1684388985,7.0076124,134.1096404,1.114,-0.815,0.681,10982.3,337.044,14.9355,7237.86,734.79,10974.4,337.070,73,13,8,1
20230518055016.pol,1684389016,7.0078093,134.1094095,1.088,-0.835,0.686,11012.4,336.966,14.9355,7234.87,736.93,11006.5,336.938,60,9,8,1
20230518055046.pol,1684389046,7.0079912,134.1091823,1.120,-0.837,0.640,11040.9,336.888,14.9355,7236.00,738.89,11035.7,336.988,51,11,8,1
20230518055116.pol,1684389076,7.0081845,134.1089601,1.063,-0.825,0.705,11070.3,336.815,14.9355,7233.82,740.37,11057.7,336.893,68,11,7,1
20230518055146.pol,1684389106,7.0083707,134.1087322,1.036,-0.841,0.692,11099.3,336.737,14.9355,7230.56,742.59,11091.0,336.749,64,12,7,1
20230518055216.pol,1684389136,7.0085475,134.1084990,1.103,-0.871,0.644,11127.6,336.655,14.9355,7226.60,744.48,11119.2,336.575,60,11,7,1
20230518055246.pol,1684389166,7.0087142,134.1082565,1.182,-0.910,0.605,11155.2,336.567,14.9355,7223.31,746.60,11150.8,336.431,61,10,7,1
20230518055316.pol,1684389196,7.0088780,134.1080088,1.100,-0.907,0.629,11182.9,336.475,14.9355,7224.74,748.54,11179.8,336.494,78,14,7,1
20230518055346.pol,1684389226,7.0090346,134.1077571,1.154,-0.892,0.678,11210.0,336.380,14.9355,7223.50,750.15,11203.9,336.439,80,13,8,1
20230518055416.pol,1684389256,7.0092172,134.1075175,1.229,-0.883,0.678,11239.2,336.298,14.9355,7222.09,752.19,11234.3,336.377,70,10,8,1
20230518055447.pol,1684389287,7.0094221,134.1072787,1.140,-0.849,0.696,11270.7,336.222,14.9355,7217.95,754.39,11267.2,336.195,74,13,7,1
20230518055517.pol,1684389317,7.0096059,134.1070444,1.068,-0.867,0.705,11299.9,336.144,14.9355,7215.85,756.25,11294.9,336.103,95,17,8,1
20230518055547.pol,1684389347,7.0097831,134.1068053,1.103,-0.883,0.652,11328.6,336.062,14.9355,7213.52,757.94,11320.2,336.000,66,12,7,1
20230518055617.pol,1684389377,7.0099580,134.1065701,1.137,-0.854,0.643,11357.0,335.982,14.9355,7215.18,759.54,11344.0,336.073,56,12,8,1
20230518055647.pol,1684389407,7.0101347,134.1063405,1.076,-0.837,0.656,11385.3,335.905,14.9355,7206.03,761.67,11376.0,335.671,75,19,7,1
20230518055717.pol,1684389437,7.0103060,134.1061122,1.020,-0.823,0.662,11413.0,335.829,14.9355,7210.90,763.42,11402.0,335.885,71,13,7,1
20230518055747.pol,1684389467,7.0104842,134.1058895,1.071,-0.819,0.632,11441.2,335.757,14.9355,7204.00,765.41,11431.7,335.582,65,11,7,1
20230518055817.pol,1684389497,7.0106601,134.1056706,1.075,-0.790,0.655,11469.0,335.687,14.9355,7204.97,767.07,11456.5,335.624,58,10,6,1
20230518055847.pol,1684389527,7.0108307,134.1054540,1.032,-0.792,0.608,11496.1,335.617,14.9355,7198.73,769.13,11487.4,335.351,71,16,7,1
20230518055917.pol,1684389557,7.0109977,134.1052401,0.945,-0.767,0.669,11522.8,335.548,14.9355,7201.79,771.03,11515.6,335.485,78,17,8,1
20230518055948.pol,1684389588,7.0111760,134.1050217,1.021,-0.782,0.647,11550.9,335.480,14.9355,7201.18,773.08,11546.3,335.458,71,12,7,1
20230518060018.pol,1684389618,7.0113394,134.1048059,0.961,-0.795,0.597,11577.4,335.410,14.9355,7197.83,774.64,11569.6,335.311,59,14,8,1
20230518060048.pol,1684389648,7.0115013,134.1045917,1.003,-0.788,0.609,11603.6,335.341,14.9355,7194.17,775.96,11589.4,335.150,71,16,6,1
20230518060118.pol,1684389678,7.0116613,134.1043749,0.930,-0.790,0.599,11629.8,335.270,14.9355,7195.28,777.93,11618.7,335.199,61,11,6,1
20230518060148.pol,1684389708,7.0118006,134.1041571,0.931,-0.736,0.613,11654.0,335.195,14.9355,7193.19,779.72,11645.5,335.107,69,11,10,1
20230518060218.pol,1684389738,7.0119599,134.1039532,0.892,-0.760,0.573,11679.5,335.131,14.9355,7191.46,781.18,11667.3,335.031,82,15,7,1
20230518060248.pol,1684389768,7.0121109,134.1037441,1.018,-0.775,0.564,11704.5,335.063,14.9355,7188.36,783.26,11698.4,334.895,72,12,7,1
20230518060318.pol,1684389798,7.0122671,134.1035368,1.027,-0.750,0.594,11729.9,334.997,14.9355,7183.92,785.05,11725.2,334.700,74,14,8,1
20230518060348.pol,1684389828,7.0124127,134.1033281,0.988,-0.797,0.440,11754.4,334.929,14.9355,7185.25,786.43,11745.6,334.758,67,11,7,1
20230518060418.pol,1684389858,7.0125606,134.1031228,0.968,-0.738,0.600,11778.9,334.863,14.9355,7186.23,788.44,11775.7,334.801,79,17,7,1
20230518060449.pol,1684389889,7.0127304,134.1029160,0.954,-0.734,0.591,11805.7,334.801,14.9355,7183.63,789.84,11796.7,334.687,76,15,8,1
20230518060519.pol,1684389919,7.0129042,134.1027194,0.996,-0.707,0.681,11832.5,334.746,14.9355,7184.42,792.80,11840.8,334.721,77,12,80,0
20230518060549.pol,1684389949,7.0130850,134.1025265,1.055,-0.724,0.666,11859.8,334.694,14.9355,7185.65,793.60,11852.8,334.776,81,13,8,1
20230518060619.pol,1684389979,7.0132646,134.1023306,0.934,-0.735,0.644,11887.1,334.641,14.9355,7183.92,795.49,11881.0,334.699,72,12,7,1
20230518060649.pol,1684390009,7.0134442,134.1021309,0.977,-0.742,0.653,11914.7,334.586,14.9355,7182.58,797.34,11908.6,334.641,62,13,7,1
20230518060719.pol,1684390039,7.0136199,134.1019297,0.979,-0.739,0.663,11941.9,334.530,14.9355,7180.81,799.12,11935.3,334.563,72,12,8,1
20230518060749.pol,1684390069,7.0137905,134.1017293,1.008,-0.730,0.642,11968.6,334.474,14.9355,7178.00,801.82,11975.5,334.439,66,12,81,0
20230518060819.pol,1684390099,7.0139630,134.1015301,0.973,-0.725,0.656,11995.4,334.418,14.9355,7175.69,802.66,11988.1,334.338,64,11,8,1
20230518060849.pol,1684390129,7.0141264,134.1013315,0.982,-0.708,0.652,12021.3,334.361,14.9355,7178.07,804.05,12008.9,334.442,58,11,6,1
20230518060919.pol,1684390159,7.0143002,134.1011386,0.901,-0.707,0.630,12047.9,334.310,14.9355,7177.75,805.91,12036.7,334.428,63,12,6,1
20230518060950.pol,1684390190,7.0144768,134.1009404,0.957,-0.721,0.631,12075.1,334.257,14.9355,7171.19,808.07,12068.9,334.140,72,12,8,1
20230518061020.pol,1684390220,7.0146452,134.1007466,0.963,-0.711,0.636,12101.3,334.204,14.9355,7172.65,809.85,12095.4,334.205,55,11,7,1
20230518061050.pol,1684390250,7.0148153,134.1005525,0.982,-0.729,0.614,12127.7,334.152,14.9355,7170.52,809.59,12091.6,334.111,58,17,99,0
20230518061120.pol,1684390280,7.0149807,134.1003565,0.929,-0.716,0.632,12153.7,334.098,14.9355,7166.76,812.94,12141.7,333.946,68,14,6,1
20230518061150.pol,1684390310,7.0151465,134.1001595,1.021,-0.715,0.663,12179.9,334.043,14.9355,7166.16,814.95,12171.7,333.919,49,9,6,1
20230518061220.pol,1684390340,7.0153183,134.0999623,1.020,-0.721,0.643,12206.6,333.991,14.9355,7170.07,816.91,12201.0,334.091,58,11,7,1
20230518061250.pol,1684390370,7.0154999,134.0997725,1.020,-0.702,0.661,12234.0,333.944,14.9355,7171.86,818.69,12227.5,334.170,43,12,5,1
20230518061320.pol,1684390400,7.0156833,134.0995839,1.011,-0.705,0.664,12261.5,333.898,14.9355,7167.29,820.23,12250.5,333.969,62,12,7,1
20230518061350.pol,1684390430,7.0158563,134.0993904,0.904,-0.701,0.647,12288.2,333.848,14.9355,7166.74,821.83,12274.4,333.945,46,9,6,1
20230518061420.pol,1684390460,7.0160260,134.0991974,1.002,-0.712,0.622,12314.5,333.798,14.9355,7164.98,823.96,12306.2,333.867,59,11,6,1
20230518061451.pol,1684390491,7.0161976,134.0989938,0.941,-0.706,0.650,12341.6,333.743,14.9355,7159.78,825.39,12327.6,333.639,64,12,7,1
20230518061521.pol,1684390521,7.0163649,134.0987993,0.940,-0.737,0.597,12367.8,333.692,14.9355,7159.28,827.22,12355.0,333.617,61,12,7,1
20230518061551.pol,1684390551,7.0165309,134.0986016,0.930,-0.714,0.640,12394.1,333.640,14.9355,7159.79,828.62,12375.9,333.639,48,11,6,1
20230518061621.pol,1684390581,7.0167039,134.0984060,0.898,-0.722,0.619,12421.0,333.590,14.9355,7157.15,831.03,12411.9,333.523,47,10,6,1
20230518061651.pol,1684390611,7.0168754,134.0982094,1.023,-0.741,0.609,12447.7,333.539,14.9355,7155.85,832.50,12433.8,333.466,41,10,5,1
20230518061721.pol,1684390641,7.0170413,134.0980088,0.993,-0.738,0.623,12474.1,333.486,14.9355,7154.00,834.25,12459.9,333.385,32,7,6,1
20230518061751.pol,1684390671,7.0172067,134.0978074,0.904,-0.730,0.630,12500.5,333.432,14.9355,7159.40,836.71,12496.7,333.622,47,10,6,1
20230518061821.pol,1684390701,7.0173718,134.0976050,0.967,-0.749,0.625,12527.0,333.378,14.9355,7157.41,838.70,12526.3,333.535,61,12,6,1
20230518061851.pol,1684390731,7.0175329,134.0973991,0.993,-0.760,0.616,12553.2,333.322,14.9355,7152.56,839.95,12545.1,333.322,71,15,7,1
20230518061921.pol,1684390761,7.0177021,134.0971956,0.985,-0.751,0.639,12580.2,333.269,14.9355,7155.18,841.43,12567.2,333.437,61,11,8,1
20230518061951.pol,1684390791,7.0178724,134.0969907,0.909,-0.751,0.638,12607.3,333.216,14.9355,7151.85,843.75,12601.8,333.290,52,12,7,1
20230518062022.pol,1684390822,7.0180526,134.0967799,1.091,-0.752,0.659,12635.7,333.163,14.9355,7163.89,845.31,12625.1,333.819,37,8,7,1
20230518062052.pol,1684390852,7.0182274,134.0965779,1.028,-0.743,0.619,12663.1,333.112,14.9355,7152.86,847.48,12657.6,333.335,65,11,7,1
20230518062122.pol,1684390882,7.0184061,134.0963786,0.983,-0.759,0.633,12690.8,333.064,14.9355,7154.30,848.88,12678.4,333.398,53,11,6,1
20230518062152.pol,1684390912,7.0185878,134.0961789,1.092,-0.748,0.659,12718.9,333.017,14.9355,7148.42,850.94,12709.2,333.140,57,11,7,1
20230518062222.pol,1684390942,7.0187650,134.0959744,1.032,-0.765,0.633,12746.7,332.967,14.9355,7148.20,852.78,12736.7,333.130,79,14,8,1
20230518062252.pol,1684390972,7.0189391,134.0957660,0.989,-0.779,0.635,12774.5,332.914,14.9355,7148.43,854.47,12761.9,333.140,61,10,7,1
20230518062322.pol,1684391002,7.0191130,134.0955571,0.945,-0.755,0.671,12802.2,332.862,14.9355,7144.46,856.84,12797.3,332.966,65,13,7,1
20230518062352.pol,1684391032,7.0192917,134.0953502,0.936,-0.762,0.683,12830.3,332.811,14.9355,7143.52,858.25,12818.3,332.924,63,12,7,1
20230518062422.pol,1684391062,7.0194680,134.0951369,1.001,-0.793,0.629,12858.6,332.758,14.9355,7140.55,860.54,12852.6,332.794,73,12,7,1
20230518062452.pol,1684391092,7.0196492,134.0949253,1.123,-0.790,0.631,12887.2,332.706,14.9355,7134.19,862.18,12877.0,332.514,31,6,6,1
20230518062523.pol,1684391123,7.0198419,134.0947074,1.051,-0.773,0.708,12917.3,332.655,14.9355,7133.22,864.37,12909.8,332.472,54,9,7,1
20230518062553.pol,1684391153,7.0200311,134.0944956,1.040,-0.784,0.707,12946.8,332.606,14.9355,7132.13,866.20,12937.1,332.424,46,8,7,1
20230518062623.pol,1684391183,7.0202186,134.0942812,1.037,-0.791,0.708,12976.2,332.555,14.9355,7133.21,868.26,12967.9,332.471,58,11,7,1
20230518062653.pol,1684391213,7.0204107,134.0940655,1.071,-0.790,0.733,13006.2,332.506,14.9355,7130.76,868.14,12966.1,332.363,50,10,89,0
20230518062723.pol,1684391243,7.0206000,134.0938475,1.074,-0.798,0.712,13036.0,332.454,14.9355,7137.95,872.16,13026.1,332.679,41,8,7,1
20230518062753.pol,1684391273,7.0207919,134.0936287,1.007,-0.795,0.717,13066.2,332.404,14.9355,7129.24,874.52,13061.4,332.297,50,10,7,1
20230518062823.pol,1684391303,7.0209865,134.0934125,1.092,-0.801,0.728,13096.4,332.355,14.9355,7129.42,876.39,13089.4,332.305,38,8,5,1
20230518062853.pol,1684391333,7.0211796,134.0931927,1.183,-0.812,0.739,13126.7,332.305,14.9355,7124.60,878.01,13113.5,332.093,43,8,6,1
20230518062923.pol,1684391363,7.0213754,134.0929746,1.080,-0.804,0.732,13157.3,332.256,14.9355,7120.40,879.95,13142.5,331.908,20,5,5,1
20230518062953.pol,1684391393,7.0215715,134.0927560,1.061,-0.806,0.724,13187.8,332.207,14.9355,7130.71,881.39,13164.0,332.361,28,6,5,1
20230518091556.pol,1684401356,7.0258385,134.1020343,3.860,3.910,-0.098,13178.3,337.120,14.9355,7247.32,876.64,13093.1,337.486,56,10,7,1
20230518091626.pol,1684401386,7.0258060,134.1030792,3.811,3.812,-0.103,13130.5,337.578,14.9355,7259.76,873.42,13045.0,338.032,66,12,7,1
20230518091656.pol,1684401416,7.0257830,134.1041075,3.770,3.758,-0.081,13085.2,338.033,14.9355,7271.22,870.37,12999.3,338.536,67,12,7,1
20230518091726.pol,1684401446,7.0257608,134.1051250,3.815,3.740,-0.068,13041.3,338.488,14.9355,7279.59,867.29,12953.4,338.904,58,11,7,1
20230518091756.pol,1684401476,7.0257581,134.1061443,3.817,3.758,0.003,13000.1,338.949,14.9355,7289.16,864.90,12917.8,339.324,57,11,6,1
20230518091826.pol,1684401506,7.0257522,134.1071620,3.756,3.753,-0.033,12959.5,339.412,14.9355,7294.09,862.23,12877.9,339.541,45,9,6,1
20230518091856.pol,1684401536,7.0257461,134.1081788,3.697,3.763,0.033,12919.8,339.877,14.9355,7312.76,859.54,12837.7,340.362,68,14,8,1
20230518091926.pol,1684401566,7.0257577,134.1092047,3.727,3.798,0.099,12882.5,340.353,14.9355,7319.48,856.98,12799.4,340.657,92,19,6,1
20230518091956.pol,1684401596,7.0257716,134.1102306,3.839,3.819,0.216,12846.3,340.831,14.9355,7335.09,855.71,12780.4,341.343,53,10,6,1
20230518092026.pol,1684401626,7.0259580,134.1112852,4.041,3.919,1.049,12828.1,341.353,14.9355,7349.64,855.52,12777.6,341.982,50,12,5,1
20230518092056.pol,1684401656,7.0263583,134.1123405,4.232,3.870,1.761,12833.7,341.910,14.9355,7355.74,856.50,12792.2,342.250,54,12,5,1
20230518092127.pol,1684401687,7.0268667,134.1134248,4.354,3.819,2.082,12850.9,342.497,14.9355,7372.27,858.29,12819.0,342.977,52,12,5,1
20230518092157.pol,1684401717,7.0274470,134.1144349,4.190,3.548,2.205,12879.6,343.057,14.9355,7384.88,860.48,12851.6,343.531,41,9,5,1
20230518092227.pol,1684401747,7.0280680,134.1153063,3.683,2.731,2.415,12918.1,343.554,14.9355,7398.69,863.56,12897.7,344.138,32,7,5,1
20230518092257.pol,1684401777,7.0286711,134.1159714,2.996,2.240,2.025,12962.0,343.950,14.9355,7404.62,866.54,12942.1,344.398,55,12,5,1
20230518092327.pol,1684401807,7.0291988,134.1165053,2.541,1.722,1.871,13002.4,344.272,14.9355,7411.23,869.34,12984.0,344.689,57,10,7,1
20230518092357.pol,1684401837,7.0296900,134.1169169,2.253,1.333,1.772,13042.8,344.529,14.9355,7416.45,871.97,13023.3,344.918,62,12,6,1
20230518092427.pol,1684401867,7.0301484,134.1172327,1.902,1.021,1.613,13082.8,344.736,14.9355,7421.35,874.52,13061.3,345.134,65,11,7,1
20230518092457.pol,1684401897,7.0305635,134.1174673,1.619,0.705,1.463,13120.6,344.898,14.9355,7426.28,877.57,13106.9,345.350,58,12,7,1
20230518092527.pol,1684401927,7.0309107,134.1176295,1.157,0.439,1.077,13153.2,345.017,14.9355,7423.41,879.06,13129.1,345.224,54,11,6,1
20230518092557.pol,1684401957,7.0311846,134.1177484,1.076,0.436,0.945,13179.3,345.107,14.9355,7427.56,879.44,13134.9,345.406,18,4,5,1
20230518101005.pol,1684404605,7.0333080,134.1368671,5.814,2.370,-5.299,13035.4,354.389,14.9355,7636.69,860.57,12853.0,354.597,58,10,8,1
20230518101036.pol,1684404636,7.0318312,134.1375311,5.845,2.345,-5.320,12864.7,354.643,14.9355,7646.00,849.20,12683.1,355.006,69,12,7,1
20230518101106.pol,1684404666,7.0303965,134.1381782,5.807,2.433,-5.322,12699.2,354.897,14.9355,7650.20,838.77,12527.5,355.190,70,10,8,1
20230518101136.pol,1684404696,7.0289576,134.1388378,5.858,2.416,-5.361,12533.3,355.164,14.9355,7663.60,827.41,12357.8,355.779,35,8,7,1
20230518101206.pol,1684404726,7.0275116,134.1394978,5.899,2.465,-5.372,12366.9,355.437,14.9355,7664.68,816.95,12201.6,355.827,44,11,7,1
20230518101236.pol,1684404756,7.0260637,134.1401603,5.960,2.483,-5.347,12200.5,355.720,14.9355,7669.55,805.51,12030.7,356.041,80,11,9,1
20230518101306.pol,1684404786,7.0246185,134.1408154,5.803,2.279,-5.377,12034.9,356.006,14.9355,7676.91,794.86,11871.6,356.364,70,10,8,1
20230518101336.pol,1684404816,7.0231770,134.1414592,5.854,2.388,-5.346,11870.0,356.295,14.9355,7679.13,783.96,11708.8,356.462,46,8,9,1
20230518101406.pol,1684404846,7.0217312,134.1421166,5.969,2.393,-5.385,11704.8,356.599,14.9355,7691.05,772.13,11532.1,356.985,86,13,21,1
20230518101436.pol,1684404876,7.0202730,134.1427415,5.834,2.296,-5.416,11538.9,356.893,14.9355,7697.61,761.64,11375.5,357.274,71,11,9,1
20230518101506.pol,1684404906,7.0188157,134.1433574,5.913,2.281,-5.441,11373.3,357.192,14.9355,7701.27,750.20,11204.6,357.435,60,9,8,1
20230518101536.pol,1684404936,7.0173414,134.1439662,6.071,2.192,-5.587,11206.3,357.494,14.9355,7706.52,739.37,11042.9,357.665,54,11,9,1
20230518101607.pol,1684404967,7.0157777,134.1445575,6.087,2.079,-5.666,11029.7,357.794,14.9355,7717.69,727.53,10866.1,358.156,89,12,9,1
20230518101637.pol,1684404997,7.0142551,134.1450854,6.002,1.906,-5.647,10858.2,358.067,14.9355,7719.01,717.34,10713.8,358.215,67,52,33,0
20230518101707.pol,1684405027,7.0127443,134.1455918,6.002,1.776,-5.656,10688.3,358.336,14.9355,7661.25,713.63,10658.5,355.676,126,61,39,0
20230518101737.pol,1684405057,7.0112244,134.1460964,6.056,2.006,-5.669,10517.7,358.613,14.9355,7631.75,714.87,10677.0,354.380,217,59,71,0
20230518101807.pol,1684405087,7.0096992,134.1466634,6.064,2.129,-5.683,10346.6,358.937,14.9355,7612.17,718.16,10726.1,353.519,342,60,90,0
20230518101837.pol,1684405117,7.0081552,134.1472283,6.182,2.020,-5.784,10173.8,359.271,14.9355,7617.15,718.41,10729.8,353.738,625,59,107,0
20230518101907.pol,1684405147,7.0065932,134.1477709,6.100,1.991,-5.836,9999.3,359.602,14.9355,7624.30,717.47,10715.8,354.052,769,58,100,0
20230518101937.pol,1684405177,7.0050275,134.1483104,6.179,1.914,-5.854,9824.8,359.942,14.9355,7636.27,714.12,10665.8,354.578,1028,61,112,0
20230518102007.pol,1684405207,7.0034549,134.1488448,6.223,2.040,-5.840,9649.8,0.292,14.9355,7646.72,713.12,10650.8,355.037,1231,61,115,0
20230518102037.pol,1684405237,7.0018750,134.1493910,6.220,1.953,-5.914,9474.5,0.662,14.9355,7659.92,706.04,10545.0,355.618,1322,62,115,0
20230518102107.pol,1684405267,7.0002825,134.1499352,6.285,2.159,-5.879,9298.1,1.045,14.9355,7674.86,699.14,10442.0,356.274,802,58,114,0
20230518102138.pol,1684405298,6.9986379,134.1505260,6.248,2.064,-5.941,9116.5,1.477,14.9355,7685.18,684.35,10221.1,356.728,647,61,114,0
20230518102208.pol,1684405328,6.9970276,134.1510752,6.338,1.997,-5.996,8939.1,1.895,14.9355,7704.57,662.08,9888.5,357.580,334,60,114,0
20230518102238.pol,1684405358,6.9953974,134.1516014,6.420,1.923,-6.078,8759.9,2.315,14.9355,7784.15,604.58,9029.8,1.077,106,62,114,0
20230518102308.pol,1684405388,6.9937748,134.1521600,6.328,2.150,-5.991,8582.2,2.775,14.9355,7820.86,572.35,8548.3,2.690,84,61,114,0
20230518102338.pol,1684405418,6.9921585,134.1527333,6.374,2.171,-5.985,8405.9,3.266,14.9355,7846.00,553.07,8260.3,3.795,67,9,8,1
20230518102408.pol,1684405448,6.9905386,134.1533157,6.428,2.115,-6.052,8229.8,3.785,14.9355,7854.59,538.97,8049.8,4.173,74,31,94,0
20230518102438.pol,1684405478,6.9888966,134.1538964,6.535,2.065,-6.156,8052.0,4.326,14.9355,7871.07,529.10,7902.4,4.896,90,13,8,1
20230518102508.pol,1684405508,6.9871945,134.1543775,6.674,1.537,-6.459,7867.4,4.816,14.9355,7881.93,516.60,7715.7,5.374,107,14,9,1
20230518102538.pol,1684405538,6.9854601,134.1548278,6.660,1.808,-6.401,7679.5,5.307,14.9355,7899.06,504.32,7532.2,6.127,98,15,9,1
20230518102608.pol,1684405568,6.9838151,134.1554710,6.552,2.569,-6.036,7504.2,5.977,14.9355,7901.90,485.80,7255.6,6.252,104,25,62,0
20230518102638.pol,1684405598,6.9821738,134.1561687,6.650,2.547,-6.139,7331.2,6.725,14.9355,7926.26,482.80,7210.9,7.322,109,17,12,1
20230518102708.pol,1684405628,6.9805167,134.1568665,6.599,2.533,-6.177,7157.7,7.511,14.9355,7952.82,469.99,7019.6,8.489,73,12,8,1
20230518102739.pol,1684405659,6.9787916,134.1575739,6.674,2.504,-6.216,6978.3,8.354,14.9355,7966.46,458.96,6854.9,9.089,99,13,10,1
20230518102809.pol,1684405689,6.9771216,134.1582604,6.643,2.519,-6.212,6806.1,9.213,14.9355,7988.71,447.10,6677.6,10.066,99,15,8,1
20230518102839.pol,1684405719,6.9754475,134.1589488,6.757,2.636,-6.182,6635.2,10.119,14.9355,8012.49,436.01,6512.0,11.111,106,17,10,1
20230518102909.pol,1684405749,6.9737848,134.1596625,6.676,2.657,-6.149,6467.7,11.095,14.9355,8033.51,425.04,6348.2,12.035,90,13,8,1
20230518102939.pol,1684405779,6.9721399,134.1603835,6.633,2.690,-6.049,6304.4,12.126,14.9355,8056.18,414.00,6183.2,13.031,113,18,9,1
